timestamp,num_process,num_fds,num_conn,num_ssh,num_active_users,cpu_usage,cpu_load,ram,tx_bytes,rx_bytes,failed_logins63768,162,44976,1,0,1,1.0,7.5,84.0,766,0,0
63792,163,44996,1,0,1,1.3,7.5,83.4,10058,0,0
63816,162,44575,1,0,1,0.3,7.5,83.8,2392,0,0
63839,162,44575,1,0,1,0.5,7.5,83.8,2782,0,0
63862,161,44572,1,0,1,0.3,7.5,83.8,2356,0,0
63886,161,44572,1,0,1,0.0,7.5,83.8,2704,0,0
63909,160,45055,1,0,1,0.0,8.5,83.8,2572,0,0
63932,161,45390,1,0,1,0.3,8.5,83.8,2524,0,0
63955,161,45390,1,0,1,1.2,8.0,83.8,2626,0,0
63978,161,44572,1,0,1,0.2,8.0,83.8,2590,0,0
64006,161,44981,1,0,1,0.0,8.0,83.7,2800,0,0
64029,161,44981,1,0,1,0.2,7.5,83.9,2524,0,0
64053,161,44981,1,0,1,0.5,7.5,83.8,2206,0,0
64076,161,47168,1,0,1,14.4,7.5,84.3,2704,0,0
64099,161,47441,1,0,1,0.5,8.0,84.3,2668,0,0
64122,163,45903,2,0,1,0.0,7.5,84.4,8764,0,4
64145,161,45396,1,0,1,0.0,7.5,83.9,8104,0,0
64168,162,44990,1,0,1,0.5,7.5,84.2,2758,0,0
64191,162,44581,1,0,1,0.0,7.5,84.2,2470,0,0
64214,162,44581,1,0,1,0.3,7.5,84.2,2764,0,0
64236,162,44581,1,0,1,0.0,7.5,84.2,2206,0,0
64259,162,44581,1,0,1,0.0,7.5,84.2,2836,0,0
64282,162,44990,1,0,1,0.0,7.5,84.2,2416,0,0
64305,162,44990,1,0,1,0.0,7.000000000000001,84.2,2686,0,0
64328,162,44581,1,0,1,0.5,7.5,84.2,2686,0,0
64351,162,44581,1,0,1,0.0,7.5,84.2,2530,0,0
64374,162,44581,1,0,1,0.0,7.5,84.1,2602,0,0
64398,162,44581,1,0,1,0.3,8.0,84.2,2668,0,0
64422,162,44581,1,0,1,0.2,7.5,84.2,2776,0,0
64447,162,44581,1,0,1,0.3,8.0,84.2,2398,0,0
64471,160,44166,1,0,1,0.3,9.0,84.2,2836,0,0
64495,160,44575,1,0,1,0.7,8.5,84.2,2896,0,0
64519,160,44575,1,0,1,0.3,9.0,84.2,2512,0,0
64544,160,44575,1,0,1,1.2,8.5,84.2,2374,0,0
64568,160,44575,1,0,1,0.4,8.5,84.2,2686,0,0
64593,160,44575,1,0,1,0.7,9.0,84.2,2662,0,0
64617,160,44575,1,0,1,0.0,9.5,84.2,2758,0,0
64641,160,44575,1,0,1,0.5,9.0,84.2,2650,0,0
64665,160,44575,1,0,1,0.3,9.0,84.2,2566,0,0
64689,160,44575,1,0,1,3.5,9.5,84.6,2602,0,0
64713,174,49017,1,0,1,0.0,9.5,86.1,2290,0,0
64738,174,49017,1,0,1,0.5,9.5,86.2,2896,0,0
64762,174,49017,1,0,1,0.0,9.5,86.2,2650,0,0
64787,174,49014,1,0,1,0.2,9.5,86.1,2356,0,0
64811,174,49017,1,0,1,0.0,9.5,86.5,2686,0,0
64836,174,49017,1,0,1,0.0,9.5,86.6,2650,0,0
64860,174,49017,1,0,1,0.3,9.5,86.5,2836,0,0
64884,174,49017,1,0,1,0.3,9.0,86.6,2416,0,0
64909,174,49017,1,0,1,0.2,9.0,86.5,2464,0,0
64933,174,49017,1,0,1,0.3,9.0,86.5,2800,0,0
64958,174,49017,1,0,1,0.5,9.5,86.5,2338,0,0
64982,174,49017,1,0,1,0.5,9.0,86.5,2716,0,0
65006,174,49017,1,0,1,0.0,9.0,86.5,2782,0,0
65031,173,49014,1,0,1,0.3,9.0,86.5,2710,0,0
65056,173,48605,1,0,1,0.3,10.0,86.5,2626,0,0
65080,173,48605,1,0,1,0.5,10.0,86.5,2560,0,0
65105,173,48682,1,0,1,0.3,10.5,86.5,2650,0,0
65129,173,48605,1,0,1,0.0,11.5,86.5,2740,0,0
65154,173,48605,1,0,1,0.2,11.5,86.5,2494,0,0
65179,173,49014,1,0,1,0.3,11.0,86.5,2836,0,0
65203,173,49832,1,0,1,0.3,10.5,86.6,2758,0,0
65227,173,49832,1,0,1,0.3,10.5,86.6,2476,0,0
65252,173,49832,1,0,1,0.3,10.0,86.6,2602,0,0
65277,173,49014,1,0,1,0.9,10.0,86.6,2818,0,0
65302,173,49014,1,0,1,0.3,10.0,86.5,2608,0,0
65326,173,49014,1,0,1,0.3,10.5,86.6,2800,0,0
65351,173,49014,1,0,1,0.2,10.5,86.2,2818,0,0
65375,174,49017,1,0,1,0.2,10.0,86.3,2572,0,0
65400,174,49017,1,0,1,0.3,10.0,86.2,2818,0,0
65425,174,48608,1,0,1,0.5,9.5,86.1,2710,0,0
65449,174,48608,1,0,1,0.5,9.0,86.5,2644,0,0
65474,174,49017,1,0,1,0.0,9.0,86.5,2644,0,0
65498,174,49017,1,0,1,0.2,9.0,86.5,2590,0,0
65523,174,48608,1,0,1,0.5,9.0,86.5,2836,0,0
65547,174,49017,1,0,1,0.8,9.0,86.5,2644,0,0
65572,174,49017,1,0,1,0.7,9.5,86.5,2590,0,0
65596,174,49017,1,0,1,0.3,9.5,86.5,2800,0,0
65621,174,49017,1,0,1,0.5,9.5,86.5,2728,0,0
65645,174,49017,1,0,1,0.0,9.5,86.5,2644,0,0
65670,174,49017,1,0,1,0.5,10.0,86.5,2620,0,0
65694,173,49014,1,0,1,0.4,10.0,86.5,2494,0,0
65719,173,49091,1,0,1,0.0,9.5,86.5,2584,0,0
65743,174,49017,1,0,1,0.3,9.5,86.5,2842,0,0
65767,174,49017,1,0,1,0.0,9.5,86.5,2608,0,0
65792,174,49426,1,0,1,0.3,9.5,86.5,2842,0,0
65816,174,49426,1,0,1,0.5,9.0,86.5,2542,0,0
65841,174,49017,1,0,1,0.5,9.0,86.5,2692,0,0
65866,174,49017,1,0,1,0.5,9.0,86.5,2716,0,0
65890,174,49017,1,0,1,0.2,8.5,86.5,2476,0,0
65915,174,49017,1,0,1,0.2,8.5,86.5,2740,0,0
65943,174,49017,1,0,1,0.0,9.5,86.4,2956,0,0
65968,174,49017,1,0,1,0.3,10.5,86.5,2818,0,0
65992,174,49426,1,0,1,0.3,10.5,86.5,2650,0,0
66017,174,49426,1,0,1,0.5,10.5,86.5,2686,0,0
66041,173,49832,1,0,1,0.0,11.0,86.5,2668,0,0
66072,173,49832,1,0,1,0.5,11.0,86.5,3220,0,0
66097,173,49832,1,0,1,0.0,11.0,86.5,2548,0,0
