timestamp,num_process,num_fds,num_conn,num_ssh,num_active_users,cpu_usage,cpu_load,ram,tx_bytes,rx_bytes,failed_logins
60969,159,24737,1,0,1,0.0,4.5,33.3,842,2566,0
60992,159,24737,1,0,1,0.0,4.5,33.3,548,2512,0
61016,159,24737,1,0,1,0.0,4.5,33.4,902,2782,0
61039,159,24737,1,0,1,0.0,4.5,33.4,428,2218,0
61062,159,24737,1,0,1,0.3,4.5,33.3,578,2350,0
61086,159,24737,1,0,1,0.0,4.0,33.3,812,2668,0
61109,159,24737,1,0,1,0.0,4.5,33.3,578,2584,0
61134,159,24814,1,0,1,0.3,4.5,33.3,902,2740,0
61157,159,24737,1,0,1,0.0,4.5,33.3,488,2434,0
61179,159,24737,1,0,1,0.0,4.5,33.3,518,2248,0
61204,159,24737,1,0,1,0.0,4.5,33.3,872,2416,0
61227,159,24737,1,0,1,0.0,4.5,33.3,518,2446,0
61250,158,24734,1,0,1,0.3,4.5,33.3,488,2686,0
61273,171,29413,1,0,1,0.3,4.5,36.6,902,2620,0
61296,172,29177,1,0,1,0.0,4.5,36.6,488,2622,0
61319,172,29177,1,0,1,1.0,5.0,36.8,902,2740,0
61343,172,29177,1,0,1,0.0,4.5,36.9,428,2812,0
61366,172,29177,1,0,1,0.0,4.5,36.8,578,2980,0
61390,172,29177,1,0,1,0.0,4.5,36.9,962,2776,0
61413,172,29177,1,0,1,0.0,4.5,37.0,398,2266,0
61438,172,29177,1,0,1,0.5,4.5,36.9,902,2776,0
61461,172,29177,1,0,1,0.0,4.0,37.0,488,2494,0
61485,172,29177,1,0,1,0.0,4.5,37.0,638,2584,0
61509,172,29177,1,0,1,0.0,4.0,36.9,962,2662,0
61532,172,29177,1,0,1,0.0,4.0,37.0,548,2626,0
61557,172,29177,1,0,1,0.3,4.0,37.0,902,2662,0
61580,172,29177,1,0,1,0.0,4.0,37.0,488,2254,0
61603,171,29174,1,0,1,0.0,4.0,37.0,578,2488,0
61628,171,29174,1,0,1,0.0,4.0,37.0,812,2590,0
61651,171,29174,1,0,1,0.0,4.0,37.0,638,2626,0
61675,171,29174,1,0,1,0.0,4.0,37.0,518,2602,0
61700,170,29171,1,0,1,0.0,4.0,36.9,812,2374,0
61723,171,29251,1,0,1,0.0,4.0,37.0,638,2740,0
61747,173,29180,1,0,1,0.0,4.0,36.9,812,2488,0
61770,173,29180,1,0,1,0.0,4.0,37.0,518,2482,0
61795,173,29180,1,0,1,0.0,4.0,37.0,578,2794,0
61819,173,29180,1,0,1,0.0,4.0,37.0,812,2572,0
61842,173,29180,1,0,1,0.0,4.0,37.0,518,2578,0
61867,173,29180,1,0,1,0.0,4.0,37.0,872,2296,0
61890,173,29180,1,0,1,0.0,4.0,37.0,518,2574,0
61914,173,29180,1,0,1,0.3,3.5000000000000004,37.0,578,2782,0
61938,173,29180,1,0,1,0.3,3.5000000000000004,37.0,812,2590,0
61961,173,29180,1,0,1,0.0,3.5000000000000004,37.0,488,2470,0
61985,173,29180,1,0,1,0.3,3.5000000000000004,37.0,752,2080,0
62009,173,29180,1,0,1,0.0,3.5000000000000004,37.0,638,2404,0
62033,173,29180,1,0,1,0.0,3.5000000000000004,37.0,488,2536,0
62057,172,29177,1,0,1,0.0,3.5000000000000004,37.0,962,2800,0
62080,171,29174,1,0,1,0.0,3.5000000000000004,37.0,578,2428,0
62105,171,29174,1,0,1,0.0,3.5000000000000004,37.0,872,2650,0
62128,171,29174,1,0,1,0.0,3.5000000000000004,37.0,578,2644,0
62152,172,29177,1,0,1,0.0,3.5000000000000004,37.0,488,2230,0
62177,172,29177,1,0,1,0.0,3.5000000000000004,37.0,962,3544,0
62200,172,29177,1,0,1,0.0,4.0,37.0,578,2944,0
62225,172,29177,1,0,1,0.0,3.5000000000000004,36.9,872,3532,0
62248,172,29177,1,0,1,0.0,3.5000000000000004,36.9,578,2944,0
62272,172,29177,1,0,1,0.0,3.5000000000000004,37.0,488,4048,0
62296,172,29177,1,0,1,0.0,4.0,36.9,962,2950,0
62319,172,29177,1,0,1,0.0,4.0,36.9,518,2110,0
62344,172,29177,1,0,1,0.0,3.5000000000000004,36.9,872,2476,0
62367,172,29177,1,0,1,0.0,3.5000000000000004,36.9,518,2944,0
62390,172,29177,1,0,1,0.0,3.5000000000000004,37.0,458,3004,0
62414,172,29177,1,0,1,0.0,3.5000000000000004,37.0,842,3160,0
62437,172,29174,1,0,1,0.0,3.0,37.0,488,3730,0
62462,171,29174,1,0,1,0.0,3.5000000000000004,36.9,902,3562,0
62485,171,29174,1,0,1,0.0,3.5000000000000004,36.9,578,3544,0
62508,171,29174,1,0,1,0.0,3.0,37.0,428,2752,0
62533,171,29174,1,0,1,0.3,3.5000000000000004,36.9,962,2896,0
62556,168,25541,1,0,1,3.8,3.0,33.4,428,2452,0
62579,162,24754,1,0,1,0.0,3.5000000000000004,33.4,578,3094,0
62601,162,24754,1,0,1,0.0,3.5000000000000004,33.4,812,2356,0
62624,162,24754,1,0,1,0.0,3.5000000000000004,33.4,578,2212,0
62647,162,24754,1,0,1,0.0,3.5000000000000004,33.4,752,2392,0
62670,162,24754,1,0,1,0.0,3.0,33.4,578,2662,0
62693,162,24754,1,0,1,0.0,3.0,33.4,488,2548,0
62716,162,24754,1,0,1,0.0,3.5000000000000004,33.4,902,2662,0
62739,162,24754,1,0,1,0.0,3.0,33.4,488,2410,0
62762,162,24754,1,0,1,0.0,3.0,33.4,578,2566,0
62785,162,24754,1,0,1,0.0,3.0,33.4,812,2314,0
62808,162,24754,1,0,1,0.0,3.0,33.4,578,2542,0
62831,162,24754,1,0,1,0.0,3.0,33.4,1024,2764,0
62854,161,24751,1,0,1,0.0,3.0,33.4,428,2350,0
62877,160,24748,1,0,1,0.3,3.0,33.4,578,2524,0
62900,159,24745,1,0,1,0.0,2.5,33.4,812,2494,0
62923,159,24822,1,0,1,0.0,2.5,33.4,578,2818,0
62948,159,24745,1,0,1,0.0,3.0,33.4,812,2398,0
62971,159,24745,1,0,1,0.0,3.0,33.4,578,2524,0
62995,159,24745,1,0,1,0.0,3.0,33.4,488,2494,0
63019,159,24745,1,0,1,0.0,2.5,33.4,962,2722,0
63042,159,24745,1,0,1,0.0,3.0,33.4,578,2602,0
63066,159,24745,1,0,1,0.0,3.0,33.4,488,2548,0
63089,159,24745,1,0,1,0.0,3.0,33.4,902,2496,0
63113,159,24745,1,0,1,0.0,3.0,33.4,488,2608,0
63138,159,24745,1,0,1,0.0,3.5000000000000004,33.4,902,2386,0
63161,159,24745,1,0,1,0.0,3.5000000000000004,33.4,638,2860,0
63185,159,24745,1,0,1,0.0,3.5000000000000004,33.4,428,2392,0
63208,159,24745,1,0,1,0.0,3.5000000000000004,33.4,962,2662,0
63232,159,24745,1,0,1,0.0,3.5000000000000004,33.4,428,2332,0
63257,158,24742,1,0,1,0.0,4.0,33.4,962,2524,0
63280,159,24745,1,0,1,0.0,4.0,33.4,488,2530,0
63304,159,24745,1,0,1,0.0,3.5000000000000004,33.4,578,2800,0
63327,159,24745,1,0,1,0.0,3.5000000000000004,33.4,902,2560,0
63351,159,24745,1,0,1,0.0,3.5000000000000004,33.4,488,2728,0
63376,159,24745,1,0,1,0.0,3.5000000000000004,33.4,902,2602,0
63399,159,24745,1,0,1,0.0,3.5000000000000004,33.4,488,2470,0
63423,159,24745,1,0,1,0.0,3.5000000000000004,33.4,488,2278,0
63446,159,24745,1,0,1,0.3,4.0,33.4,962,2722,0
63469,159,24745,1,0,1,0.0,3.5000000000000004,33.4,428,2374,0
63494,175,29433,1,0,1,0.3,3.5000000000000004,37.0,902,2800,0
63517,175,29194,1,0,1,0.0,4.0,37.0,488,2470,0
63541,175,29194,1,0,1,1.8,3.5000000000000004,37.2,578,2896,0
63564,175,29194,1,0,1,0.0,3.5000000000000004,37.2,872,2314,0
63587,175,29194,1,0,1,0.0,4.0,37.2,518,2464,0
63611,175,29194,1,0,1,0.0,4.0,37.2,902,2836,0
63634,175,29194,1,0,1,0.0,4.0,37.2,488,2494,0
63659,175,29194,1,0,1,0.0,3.5000000000000004,37.2,578,2818,0
63682,175,29194,1,0,1,0.0,3.5000000000000004,37.2,812,2558,0
63705,175,29194,1,0,1,0.3,3.5000000000000004,37.2,578,2566,0
63730,175,29194,1,0,1,0.0,3.5000000000000004,37.2,488,2356,0
63753,175,29194,1,0,1,0.0,3.0,37.2,902,2722,0
63778,175,29195,1,0,1,0.5,3.5000000000000004,37.2,488,2746,0
63801,172,29185,1,0,1,0.0,3.5000000000000004,37.2,872,2512,0
63824,172,29185,1,0,1,0.0,3.0,37.2,518,2680,0
63849,172,29185,1,0,1,0.3,3.0,37.2,488,2590,0
63872,172,29185,1,0,1,0.0,3.0,37.2,902,2206,0
63897,172,29185,1,0,1,0.0,3.5000000000000004,37.2,578,2566,0
63920,172,29185,1,0,1,0.0,3.5000000000000004,37.2,812,2710,0
63943,172,29185,1,0,1,0.0,3.0,37.2,578,2626,0
63967,172,29185,1,0,1,0.0,3.0,37.2,488,2374,0
63989,172,29185,1,0,1,0.0,3.0,37.2,902,2680,0
64014,172,29185,1,0,1,0.0,3.0,37.2,488,2668,0
64038,172,29185,1,0,1,0.0,3.5000000000000004,37.2,902,2698,0
64061,172,29185,1,0,1,0.0,3.0,37.2,488,2200,0
64085,172,29185,1,0,1,0.0,3.0,37.2,578,2722,0
64108,172,29185,1,0,1,0.0,3.0,37.2,902,2482,0
64132,172,29262,1,0,1,0.0,3.0,37.2,488,2746,0
64157,173,29188,1,0,1,0.3,3.5000000000000004,37.1,902,2566,0
64180,173,29188,1,0,1,0.0,3.5000000000000004,37.1,488,2314,0
64205,173,29188,1,0,1,0.0,3.5000000000000004,37.1,578,2344,0
64228,173,29188,1,0,1,0.0,3.5000000000000004,37.2,962,2782,0
64251,173,29188,1,0,1,0.0,4.0,37.1,428,2314,0
64276,173,29188,1,0,1,0.3,4.0,37.2,638,2938,0
64299,173,29188,1,0,1,0.3,4.0,37.1,812,2728,0
64323,173,29188,1,0,1,0.0,4.0,37.2,578,2878,0
64346,173,29188,1,0,1,0.0,4.0,37.2,812,2296,0
64369,173,29188,1,0,1,0.0,3.5000000000000004,37.2,578,2644,0
64394,173,29188,1,0,1,0.0,4.0,37.2,578,2800,0
64417,173,29188,1,0,1,0.0,4.0,37.3,872,2512,0
64441,173,29188,1,0,1,0.0,4.0,37.3,518,2776,0
64464,172,29185,1,0,1,0.0,4.0,37.3,872,2434,0
64487,172,29185,1,0,1,0.0,4.0,37.3,518,2308,0
64511,172,29185,1,0,1,0.0,4.0,37.3,548,2512,0
64534,173,29188,1,0,1,0.0,4.0,37.3,752,2512,0
64558,173,29188,1,0,1,0.3,4.0,37.3,488,2668,0
64581,173,29188,1,0,1,0.0,4.0,37.3,812,2452,0
64604,173,29188,1,0,1,0.0,3.5000000000000004,37.3,488,2728,0
64628,173,29188,1,0,1,0.0,4.0,37.3,428,2392,0
64651,173,29188,1,0,1,0.0,4.0,37.3,962,2704,0
64676,173,29188,1,0,1,0.3,3.5000000000000004,37.3,428,2374,0
64700,173,29188,1,0,1,0.0,3.5000000000000004,37.3,902,2626,0
64723,173,29265,1,0,1,0.0,3.5000000000000004,37.3,578,2818,0
64747,173,29188,1,0,1,0.0,3.5000000000000004,37.3,488,2512,0
64770,173,29188,1,0,1,0.3,3.5000000000000004,37.3,902,2584,0
64793,173,29188,1,0,1,0.0,3.5000000000000004,37.3,488,2296,0
64816,173,29188,1,0,1,0.0,3.5000000000000004,37.3,518,2284,0
64839,173,29188,1,0,1,0.0,3.5000000000000004,37.3,872,2632,0
64863,172,29185,1,0,1,0.0,4.0,37.3,518,2680,0
64887,172,29185,1,0,1,0.0,4.0,37.3,872,2738,0
64910,172,29185,1,0,1,0.0,3.5000000000000004,37.3,518,2740,0
64934,172,29185,1,0,1,0.0,4.0,37.3,548,2554,0
64957,172,29185,1,0,1,0.0,4.0,37.3,812,2554,0
64982,172,29185,1,0,1,0.0,4.0,37.3,488,2356,0
65005,172,29185,1,0,1,0.0,4.0,37.3,812,2470,0
65028,172,29185,1,0,1,0.0,4.0,37.3,578,2722,0
65052,172,29185,1,0,1,0.0,4.0,37.3,488,2512,0
65075,163,24799,1,0,1,0.3,4.5,33.4,962,2644,0
65098,162,24765,1,0,1,0.0,4.5,33.4,428,2332,0
65121,162,24765,1,0,1,0.0,4.5,33.4,578,2662,0
65144,162,24765,1,0,1,0.0,4.5,33.4,902,2344,0
65167,162,24754,1,0,1,0.3,4.5,33.4,488,2392,0
65189,162,24754,1,0,1,0.0,4.5,33.4,902,2626,0
65212,162,24754,1,0,1,0.3,4.5,33.4,488,2434,0
65235,162,24754,1,0,1,0.0,4.5,33.4,488,2320,0
65258,162,24754,1,0,1,0.0,4.5,33.4,752,2566,0
65281,162,24754,1,0,1,0.0,4.5,33.4,578,2404,0
65304,162,24754,1,0,1,0.0,4.5,33.4,812,2434,0
65327,162,24831,1,0,1,0.3,4.0,33.4,578,2722,0
65350,162,24754,1,0,1,0.0,4.0,33.4,428,2470,0
65373,162,24754,1,0,1,0.0,4.0,33.4,962,2836,0
65396,159,24745,1,0,1,0.0,4.0,33.4,428,2176,0
65419,159,24745,1,0,1,0.0,4.5,33.4,578,2644,0
65442,159,24745,1,0,1,0.3,4.0,33.4,812,2626,0
65465,159,24745,1,0,1,0.0,4.0,33.4,578,2704,0
65488,159,24745,1,0,1,0.0,4.0,33.4,752,2526,0
65511,159,24745,1,0,1,0.0,4.0,33.4,578,2446,0
65534,159,24745,1,0,1,0.0,4.0,33.4,488,2530,0
65557,159,24745,1,0,1,0.3,4.0,33.4,902,2662,0
65580,159,24745,1,0,1,0.0,4.0,33.4,518,2602,0
65603,159,24745,1,0,1,0.0,4.0,33.4,548,2572,0
65626,159,24745,1,0,1,0.0,4.0,33.4,842,2698,0
65648,159,24745,1,0,1,0.0,4.0,33.4,548,2530,0
65671,159,24745,1,0,1,0.0,4.0,33.4,812,2530,0
65694,173,29188,1,0,1,0.0,4.0,36.6,428,2350,0
65717,174,29191,1,0,1,0.0,3.5000000000000004,36.8,578,2602,0
65740,174,29191,1,0,1,0.0,3.5000000000000004,36.8,812,2608,0
65763,174,29191,1,0,1,0.0,4.0,36.8,578,2722,0
65786,174,29191,1,0,1,0.0,3.5000000000000004,36.8,488,2512,0
65809,174,29191,1,0,1,0.0,3.5000000000000004,36.8,902,2506,0
65832,174,29191,1,0,1,0.3,3.5000000000000004,36.8,488,2554,0
65855,174,29191,1,0,1,0.0,3.5000000000000004,36.8,962,2818,0
65878,174,29191,1,0,1,0.3,3.0,36.8,428,2278,0
65901,174,29191,1,0,1,0.0,3.5000000000000004,36.8,578,2566,0
65924,174,29268,1,0,1,0.0,3.5000000000000004,36.8,812,2650,0
65947,174,29191,1,0,1,0.0,3.5000000000000004,36.8,578,2542,0
65970,174,29191,1,0,1,0.0,3.5000000000000004,36.8,902,3748,0
65993,173,29188,1,0,1,0.0,3.5000000000000004,36.8,488,2182,0
66016,172,29185,1,0,1,0.0,3.5000000000000004,36.8,578,2620,0
66039,172,29185,1,0,1,0.0,3.5000000000000004,36.8,872,2554,0
66062,172,29185,1,0,1,0.0,3.5000000000000004,36.8,518,2542,0
66085,172,29185,1,0,1,0.0,3.5000000000000004,36.8,488,2572,0
66108,172,29185,1,0,1,0.0,3.5000000000000004,36.8,902,2620,0
66131,172,29185,1,0,1,0.0,3.0,36.8,488,2626,0
66154,172,29185,1,0,1,0.0,3.5000000000000004,36.8,902,2644,0
66177,172,29185,1,0,1,0.0,3.0,36.8,488,2530,0
66200,172,29185,1,0,1,0.0,3.0,36.8,578,2566,0
66223,172,29185,1,0,1,0.3,3.0,36.8,812,2470,0
66246,172,29185,1,0,1,0.0,3.0,36.8,578,2626,0
66269,172,29185,1,0,1,0.0,3.0,36.8,488,2452,0
66292,172,29185,1,0,1,0.0,3.0,36.8,902,2722,0
66315,172,29185,1,0,1,0.0,3.0,36.8,578,2602,0
66338,172,29185,1,0,1,0.0,3.0,36.8,812,2356,0
66361,172,29185,1,0,1,0.0,3.0,36.8,638,2662,0
66384,172,29185,1,0,1,0.0,3.0,36.8,488,2668,0
66407,172,29185,1,0,1,0.0,3.0,36.8,962,2626,0
66430,172,29185,1,0,1,0.0,3.0,36.8,488,2392,0
66453,172,29185,1,0,1,0.0,3.0,36.8,902,2644,0
66476,172,29185,1,0,1,0.0,2.5,36.8,488,2374,0
66499,172,29185,1,0,1,0.0,3.0,36.8,700,2662,0
66522,172,29262,1,0,1,0.0,2.5,36.8,812,2452,0
66545,172,29185,1,0,1,0.0,2.5,36.8,578,2680,0
66568,172,29185,1,0,1,0.0,2.5,36.8,488,2668,0
66591,172,29185,1,0,1,0.0,2.5,36.8,962,2644,0
66614,172,29185,1,0,1,0.0,2.5,36.8,488,2374,0
66637,172,29185,1,0,1,0.0,2.5,36.8,962,2860,0
66660,172,29185,1,0,1,0.0,2.5,36.8,428,2356,0
66683,172,29185,1,0,1,0.0,2.0,36.8,578,2796,0
66706,172,29185,1,0,1,0.0,2.0,36.8,902,2566,0
66729,172,29185,1,0,1,0.0,2.5,36.8,488,2650,0
66752,172,29185,1,0,1,0.0,2.5,36.8,518,2482,0
66775,172,29185,1,0,1,0.0,2.5,36.8,872,2572,0
66798,172,29186,1,0,1,0.0,2.0,36.8,518,2602,0
66821,172,29185,1,0,1,0.0,2.0,36.8,872,2494,0
66844,172,29185,1,0,1,0.0,2.5,36.8,518,2482,0
66867,172,29185,1,0,1,0.0,2.0,36.8,488,2530,0
66890,172,29185,1,0,1,0.0,2.0,36.8,902,2680,0
66913,173,29188,1,0,1,0.0,2.0,36.8,488,2452,0
66936,173,29188,1,0,1,0.0,2.0,36.8,428,2494,0
66959,173,29188,1,0,1,0.0,2.0,36.8,872,2608,0
66982,173,29188,1,0,1,0.0,2.0,36.8,518,2308,0
67005,173,29188,1,0,1,0.0,2.0,36.8,872,2452,0
67028,173,29188,1,0,1,0.0,1.5,36.8,518,2602,0
67051,173,29188,1,0,1,0.0,2.0,36.8,638,2818,0
67074,173,29188,1,0,1,0.0,2.0,36.8,752,2470,0
67097,173,29188,1,0,1,0.3,2.0,36.8,638,2722,0
67120,173,29188,1,0,1,0.0,2.0,36.8,752,2452,0
67143,173,29188,1,0,1,0.0,1.5,36.8,638,2896,0
67166,173,29188,1,0,1,0.0,2.0,36.8,428,2332,0
67189,174,29191,1,0,1,0.0,2.0,36.8,962,2566,0
67212,174,29191,1,0,1,0.0,1.5,36.8,428,2626,0
67235,174,29191,1,0,1,0.0,2.0,36.8,638,2644,0
67258,174,29191,1,0,1,0.0,2.0,36.8,752,2356,0
67281,174,29191,1,0,1,0.0,2.0,36.8,638,2888,0
67304,174,29191,1,0,1,0.0,2.0,36.8,812,2470,0
67327,174,29191,1,0,1,0.0,1.5,36.8,578,2524,0
67350,174,29191,1,0,1,0.0,2.0,36.8,548,2572,0
67373,174,29191,1,0,1,0.0,2.0,36.8,902,2662,0
67396,174,29191,1,0,1,0.0,1.5,36.8,548,2512,0
67419,174,29191,1,0,1,0.0,1.5,36.8,488,2536,0
67442,174,29191,1,0,1,0.0,1.5,36.8,872,2710,0
67465,174,29191,1,0,1,0.3,1.5,36.8,488,2572,0
67488,172,29185,1,0,1,0.0,1.5,36.8,812,2416,0
67511,172,29185,1,0,1,0.0,1.5,36.8,548,2434,0
67534,173,29188,1,0,1,0.3,1.5,36.8,578,2644,0
67557,173,29188,1,0,1,0.0,1.0,36.8,872,2668,0
67580,173,29188,1,0,1,0.0,1.5,36.8,518,2464,0
67603,173,29188,1,0,1,0.0,1.0,36.8,872,2590,0
67626,173,29188,1,0,1,0.0,1.0,36.8,428,2434,0
67649,173,29188,1,0,1,0.0,1.0,36.8,548,2650,0
67672,173,29188,1,0,1,0.0,1.0,36.8,902,2464,0
67695,173,29188,1,0,1,0.0,1.0,36.8,488,2572,0
67718,173,29188,1,0,1,0.0,1.0,36.8,518,2716,0
67741,173,29188,1,0,1,0.0,1.0,36.8,872,2572,0
67764,173,29188,1,0,1,0.0,1.0,36.8,518,2560,0
67787,173,29188,1,0,1,0.0,0.5,36.8,872,2356,0
67810,173,29188,1,0,1,0.0,1.0,36.8,518,2674,0
67833,173,29188,1,0,1,0.0,0.5,36.8,638,2722,0
67856,172,29185,1,0,1,0.0,0.5,36.8,812,2374,0
67879,172,29185,1,0,1,0.0,1.0,36.8,578,2722,0
67902,172,29185,1,0,1,0.0,0.5,36.8,488,2824,0
67925,172,29185,1,0,1,0.0,0.5,36.8,902,2602,0
67948,172,29185,1,0,1,0.0,0.5,36.8,488,2476,0
67971,172,29185,1,0,1,0.3,0.5,36.8,962,2800,0
67994,172,29185,1,0,1,0.0,0.5,36.8,428,2272,0
68017,172,29185,1,0,1,0.0,0.5,36.8,578,2662,0
68040,172,29185,1,0,1,0.3,0.5,36.8,812,2356,0
68063,172,29185,1,0,1,0.0,0.0,36.8,578,2602,0
68086,172,29185,1,0,1,0.0,0.5,36.8,812,2314,0
68109,172,29185,1,0,1,0.0,0.5,36.8,578,2626,0
68132,172,29185,1,0,1,0.0,0.5,36.8,488,2410,0
68155,172,29185,1,0,1,0.0,0.5,36.8,962,2896,0
68178,172,29185,1,0,1,0.0,0.0,36.8,518,2542,0
68201,172,29185,1,0,1,0.0,0.5,36.8,548,2572,0
68224,172,29185,1,0,1,0.3,0.0,36.8,902,2698,0
68247,172,29185,1,0,1,0.0,0.0,36.8,548,2476,0
68270,172,29185,1,0,1,0.0,0.0,36.8,902,2524,0
68293,172,29185,1,0,1,0.0,0.0,36.8,488,2536,0
68316,173,29188,1,0,1,0.0,0.0,36.8,638,2836,0
68338,173,29188,1,0,1,0.3,0.0,36.8,812,2434,0
68361,173,29188,1,0,1,0.0,0.0,36.8,578,2464,0
68384,173,29188,1,0,1,0.0,0.0,36.8,548,2314,0
68407,173,29188,1,0,1,0.0,0.0,36.8,902,2758,0
68430,173,29188,1,0,1,0.0,0.5,36.8,488,2452,0
68453,173,29188,1,0,1,0.0,0.0,36.8,962,2602,0
68476,173,29188,1,0,1,0.0,0.5,36.8,428,2452,0
68499,173,29188,1,0,1,0.0,0.0,36.8,578,2984,0
68522,173,29188,1,0,1,0.3,0.0,36.8,812,2434,0
68545,173,29188,1,0,1,0.0,0.0,36.8,578,2404,0
68569,173,29188,1,0,1,0.0,0.0,36.8,518,2602,0
68591,173,29188,1,0,1,0.0,0.0,36.8,872,2668,0
68614,172,29185,1,0,1,0.0,0.0,36.8,578,2584,0
68637,172,29185,1,0,1,0.0,0.0,36.8,872,2452,0
68660,172,29185,1,0,1,0.3,0.0,36.8,578,2644,0
68683,172,29185,1,0,1,0.0,0.0,36.8,548,2476,0
68706,172,29185,1,0,1,0.0,0.0,36.8,902,2704,0
68729,172,29185,1,0,1,0.0,0.0,36.8,548,2356,0
68753,173,29188,1,0,1,0.0,0.0,36.8,902,2740,0
68776,173,29188,1,0,1,0.0,0.5,36.8,548,2512,0
68799,173,29188,1,0,1,0.0,0.0,36.8,578,2662,0
68822,173,29188,1,0,1,0.0,0.0,36.8,872,2398,0
68845,173,29188,1,0,1,0.0,0.0,36.8,488,2632,0
68868,173,29188,1,0,1,0.0,0.0,36.8,488,2434,0
68890,173,29188,1,0,1,0.0,0.0,36.8,902,2506,0
68913,173,29188,1,0,1,0.0,0.0,36.8,578,2548,0
68936,173,29188,1,0,1,0.0,0.0,36.8,812,2608,0
68959,173,29188,1,0,1,0.3,0.0,36.8,578,2602,0
68982,174,29191,1,0,1,0.0,0.0,36.8,488,2338,0
69006,174,29191,1,0,1,0.3,0.0,36.8,902,2644,0
69029,174,29191,1,0,1,0.0,0.0,36.8,488,2608,0
69052,173,29188,1,0,1,0.0,0.0,36.8,578,2566,0
69075,173,29188,1,0,1,0.0,0.0,36.8,812,2512,0
69098,173,29188,1,0,1,0.0,0.0,36.8,578,2772,0
69121,173,29188,1,0,1,0.0,0.0,36.8,872,2728,0
69144,173,29188,1,0,1,0.0,0.0,36.8,518,2464,0
69167,173,29188,1,0,1,0.0,0.0,36.8,488,2572,0
69190,173,29188,1,0,1,0.0,0.0,36.8,902,2956,0
69213,173,29188,1,0,1,0.0,0.0,36.8,488,2434,0
69236,173,29188,1,0,1,0.0,0.0,36.8,902,2542,0
69259,173,29188,1,0,1,0.0,0.5,36.8,578,2626,0
69282,172,29185,1,0,1,0.0,0.5,36.8,488,2356,0
69305,172,29185,1,0,1,0.0,0.0,36.8,902,2602,0
69328,172,29185,1,0,1,0.3,0.0,36.8,488,2512,0
69351,173,29188,1,0,1,0.0,0.5,36.8,488,2650,0
69374,173,29188,1,0,1,0.0,0.5,36.8,812,2296,0
69397,173,29188,1,0,1,0.0,0.5,36.8,578,2644,0
69420,173,29188,1,0,1,0.5,0.0,36.8,812,2626,0
69443,173,29188,1,0,1,0.0,0.5,36.8,578,2662,0
69466,173,29188,1,0,1,0.0,0.5,36.8,488,2476,0
69489,173,29188,1,0,1,0.0,0.5,36.8,962,2662,0
69512,173,29188,1,0,1,0.0,0.5,36.8,428,2512,0
